policy_id,customer_age,region_code,region_density
POL048776,59,C5,34738
POL016195,39,C5,34738
POL021168,36,C8,8794
POL025248,41,C2,27003
POL022032,39,C8,8794
POL031543,36,C7,6112
POL035122,46,C8,8794
POL009689,39,C7,6112
POL004953,43,C4,21622
POL023545,44,C8,8794
POL008250,54,C9,17804
POL055837,54,C13,5410
POL032880,37,C5,34738
POL051428,47,C2,27003
POL001962,51,C5,34738
POL015515,60,C8,8794
POL054908,43,C3,4076
POL034846,48,C9,17804
POL012479,52,C8,8794
POL026223,37,C8,8794
POL007407,56,C5,34738
POL012216,37,C8,8794
POL009942,54,C8,8794
POL025595,47,C8,8794
POL052981,48,C18,35036
POL037488,39,C8,8794
POL035607,37,C8,8794
POL032141,36,C2,27003
POL053876,48,C3,4076
POL006635,50,C10,73430
POL019435,43,C8,8794
POL022277,54,C3,4076
POL050172,43,C8,8794
POL014548,40,C14,7788
POL015007,44,C8,8794
POL006009,40,C2,27003
POL024835,60,C8,8794
POL016190,41,C2,27003
POL013281,35,C14,7788
POL016261,44,C5,34738
POL009181,36,C2,27003
POL020252,53,C8,8794
POL047854,43,C9,17804
POL025237,39,C3,4076
POL056477,45,C2,27003
POL023473,49,C2,27003
POL036212,36,C8,8794
POL028867,38,C7,6112
POL047427,59,C2,27003
POL043732,48,C3,4076
POL045295,38,C3,4076
POL048088,45,C8,8794
POL004920,46,C8,8794
POL030698,39,C13,5410
POL058324,47,C8,8794
POL019466,41,C10,73430
POL004595,46,C2,27003
POL047203,46,C8,8794
POL009176,43,C5,34738
POL035259,48,C2,27003
POL054477,40,C2,27003
POL007998,43,C8,8794
POL058129,37,C13,5410
POL034285,58,C8,8794
POL026921,47,C2,27003
POL048259,62,C3,4076
POL031929,48,C11,6108
POL027560,36,C8,8794
POL034012,52,C5,34738
POL047597,43,C2,27003
POL024752,40,C8,8794
POL033442,40,C5,34738
POL052082,41,C2,27003
POL035534,39,C7,6112
POL051679,38,C3,4076
POL031541,45,C13,5410
POL026809,48,C14,7788
POL030681,36,C1,4990
POL053604,57,C9,17804
POL056678,47,C8,8794
POL008320,53,C14,7788
POL039708,48,C9,17804
POL023549,47,C7,6112
POL010762,36,C3,4076
POL000809,45,C2,27003
POL042803,40,C5,34738
POL008418,52,C2,27003
POL053923,40,C5,34738
POL005514,49,C5,34738
POL049438,45,C3,4076
POL057793,47,C18,35036
POL003847,44,C2,27003
POL056441,44,C8,8794
POL032165,44,C2,27003
POL048181,42,C5,34738
POL053369,35,C8,8794
POL052883,42,C8,8794
POL026453,54,C8,8794
POL011942,43,C10,73430
POL039975,35,C4,21622
POL021812,62,C5,34738
POL053394,48,C8,8794
POL008522,39,C5,34738
POL041624,40,C3,4076
POL056936,50,C11,6108
POL001789,37,C8,8794
POL055800,49,C7,6112
POL044995,40,C5,34738
POL014873,45,C11,6108
POL014434,47,C8,8794
POL048614,36,C9,17804
POL055882,37,C8,8794
POL038701,40,C2,27003
POL053490,41,C2,27003
POL057005,47,C14,7788
POL026804,42,C8,8794
POL055268,39,C14,7788
POL002444,40,C5,34738
POL044636,41,C2,27003
POL010285,41,C8,8794
POL048876,44,C2,27003
POL026794,54,C9,17804
POL007542,48,C3,4076
POL010626,48,C9,17804
POL055660,38,C3,4076
POL003698,48,C8,8794
POL010176,36,C3,4076
POL008064,52,C3,4076
POL005945,58,C8,8794
POL000401,40,C5,34738
POL033419,37,C2,27003
POL040540,40,C8,8794
POL017431,38,C8,8794
POL048115,50,C14,7788
POL001180,37,C5,34738
POL013270,49,C5,34738
POL012766,41,C8,8794
POL041697,48,C1,4990
POL055368,38,C9,17804
POL004961,50,C2,27003
POL007632,36,C8,8794
POL024991,36,C3,4076
POL020873,40,C8,8794
POL023987,44,C14,7788
POL032138,40,C8,8794
POL002087,42,C8,8794
POL042102,54,C5,34738
POL041479,40,C3,4076
POL014575,45,C8,8794
POL057068,50,C5,34738
POL057770,44,C2,27003
POL004037,36,C2,27003
POL054705,52,C8,8794
POL000389,43,C3,4076
POL016909,44,C10,73430
POL004664,35,C8,8794
POL021156,42,C8,8794
POL033408,40,C17,65567
POL048017,40,C5,34738
POL047026,44,C13,5410
POL057363,35,C2,27003
POL020461,37,C2,27003
POL044304,58,C14,7788
POL020696,35,C3,4076
POL020294,50,C13,5410
POL050839,41,C7,6112
POL045744,47,C8,8794
POL022661,39,C14,7788
POL003113,39,C4,21622
POL010016,44,C2,27003
POL028479,52,C11,6108
POL003049,47,C15,290
POL052796,53,C8,8794
POL002583,48,C11,6108
POL010935,36,C3,4076
POL036579,36,C3,4076
POL007788,36,C7,6112
POL019326,52,C12,34791
POL016061,45,C12,34791
POL051806,35,C10,73430
POL056440,37,C8,8794
POL027746,54,C9,17804
POL022225,41,C8,8794
POL025347,49,C14,7788
POL015837,51,C8,8794
POL022421,56,C8,8794
POL048423,53,C8,8794
POL047146,52,C8,8794
POL000261,43,C3,4076
POL054407,46,C4,21622
POL000396,55,C5,34738
POL042040,39,C12,34791
POL003478,38,C11,6108
POL046939,39,C8,8794
POL037358,47,C8,8794
POL042091,40,C9,17804
POL018638,41,C5,34738
POL031420,44,C8,8794
POL033391,35,C14,7788
POL030633,43,C14,7788
POL003348,50,C5,34738
POL031004,44,C13,5410
POL010188,41,C9,17804
POL027034,52,C2,27003
POL036388,43,C3,4076
POL013055,37,C8,8794
POL037033,46,C6,13051
POL024067,51,C3,4076
POL019566,39,C7,6112
POL009515,55,C15,290
POL013202,47,C9,17804
POL019650,45,C6,13051
POL028814,43,C19,27742
POL044208,52,C7,6112
POL031635,48,C5,34738
POL016301,57,C5,34738
POL033587,37,C3,4076
POL016435,48,C14,7788
POL034699,44,C8,8794
POL045321,43,C5,34738
POL042793,47,C7,6112
POL027987,47,C4,21622
POL042402,40,C21,3264
POL043330,36,C14,7788
POL035098,45,C2,27003
POL047141,39,C8,8794
POL046390,44,C7,6112
POL039025,68,C8,8794
POL037998,37,C5,34738
POL057731,41,C9,17804
POL007855,52,C5,34738
POL009135,47,C9,17804
POL027537,43,C9,17804
POL008902,40,C3,4076
POL050435,53,C2,27003
POL009552,36,C4,21622
POL040954,40,C13,5410
POL052562,35,C8,8794
POL051648,60,C5,34738
POL043187,43,C15,290
POL053159,37,C17,65567
POL006642,49,C3,4076
POL046825,39,C8,8794
POL037942,44,C3,4076
POL024901,55,C3,4076
POL028408,45,C8,8794
POL016521,61,C2,27003
POL025333,51,C3,4076
POL022659,52,C17,65567
POL025995,43,C13,5410
POL019444,37,C13,5410
POL058248,42,C5,34738
POL052033,37,C14,7788
POL030337,48,C10,73430
POL002729,49,C8,8794
POL003860,41,C5,34738
POL033244,43,C4,21622
POL029272,36,C3,4076
POL037246,39,C8,8794
POL050514,37,C2,27003
POL039357,50,C11,6108
POL010119,40,C8,8794
POL030857,36,C5,34738
POL034665,48,C13,5410
POL002421,45,C3,4076
POL051531,41,C5,34738
POL038193,51,C5,34738
POL029613,40,C12,34791
POL029837,41,C5,34738
POL007767,44,C9,17804
POL046183,52,C2,27003
POL042941,46,C8,8794
POL043658,49,C11,6108
POL055181,37,C14,7788
POL008479,39,C10,73430
POL038418,41,C8,8794
POL013533,52,C3,4076
POL009366,46,C6,13051
POL031975,40,C8,8794
POL015989,40,C5,34738
POL011852,37,C8,8794
POL010434,39,C7,6112
POL047473,45,C13,5410
POL041608,41,C13,5410
POL043670,44,C2,27003
POL015489,46,C7,6112
POL058414,35,C16,16206
POL045071,40,C7,6112
POL023679,42,C2,27003
POL046784,44,C13,5410
POL036735,53,C10,73430
POL054152,37,C13,5410
POL015694,35,C8,8794
POL041225,45,C5,34738
POL023804,61,C1,4990
POL044174,39,C3,4076
POL006812,62,C2,27003
POL025452,50,C5,34738
POL032450,46,C8,8794
POL007634,47,C13,5410
POL033490,43,C3,4076
POL046980,47,C2,27003
POL049680,44,C3,4076
POL020353,39,C8,8794
POL054458,53,C9,17804
POL026877,37,C12,34791
POL050552,48,C5,34738
POL021086,39,C5,34738
POL022592,53,C1,4990
POL003453,43,C8,8794
POL035168,36,C1,4990
POL033298,45,C14,7788
POL051184,48,C5,34738
POL012978,47,C13,5410
POL016080,35,C1,4990
POL057790,40,C2,27003
POL042890,41,C3,4076
POL013651,39,C2,27003
POL020912,44,C8,8794
POL034386,39,C22,16733
POL031596,44,C5,34738
POL042407,44,C12,34791
POL013290,52,C3,4076
POL046425,36,C3,4076
POL023441,44,C8,8794
POL057562,47,C16,16206
POL035430,40,C10,73430
POL057564,50,C9,17804
POL008713,55,C5,34738
POL030664,43,C3,4076
POL047296,49,C8,8794
POL047226,35,C2,27003
POL022297,39,C5,34738
POL050879,47,C4,21622
POL046728,54,C7,6112
POL001117,53,C9,17804
POL053263,43,C13,5410
POL045563,39,C5,34738
POL005192,43,C1,4990
POL030644,35,C2,27003
POL021473,42,C2,27003
POL000036,41,C8,8794
POL017009,37,C13,5410
POL004344,47,C8,8794
POL027538,56,C8,8794
POL014641,61,C2,27003
POL009015,40,C6,13051
POL018963,40,C8,8794
POL009006,50,C13,5410
POL022518,48,C2,27003
POL014753,49,C10,73430
POL013612,43,C14,7788
POL011270,40,C2,27003
POL020673,43,C13,5410
POL010500,44,C11,6108
POL058360,36,C19,27742
POL028199,43,C11,6108
POL053662,44,C2,27003
POL051119,54,C18,35036
POL018970,41,C8,8794
POL002109,40,C15,290
POL054678,37,C14,7788
POL013169,46,C3,4076
POL021717,50,C5,34738
POL052547,53,C8,8794
POL016807,37,C2,27003
POL016489,40,C2,27003
POL022364,38,C9,17804
POL034490,36,C8,8794
POL049366,47,C19,27742
POL005013,49,C10,73430
POL025331,44,C2,27003
POL014909,45,C10,73430
POL055375,43,C2,27003
POL003654,54,C10,73430
POL001092,45,C10,73430
POL039319,44,C5,34738
POL024654,35,C7,6112
POL004356,41,C4,21622
POL019595,36,C8,8794
POL000345,58,C21,3264
POL050341,46,C13,5410
POL042051,47,C8,8794
POL039437,36,C12,34791
POL050492,36,C14,7788
POL027657,47,C5,34738
POL030165,45,C6,13051
POL010061,36,C7,6112
POL045788,53,C14,7788
POL049454,41,C2,27003
POL020432,39,C8,8794
POL029357,44,C2,27003
POL004464,43,C7,6112
POL009612,40,C5,34738
POL041364,46,C12,34791
POL005873,35,C13,5410
POL047232,40,C9,17804
POL042775,52,C5,34738
POL047899,41,C10,73430
POL031411,37,C2,27003
POL021756,52,C8,8794
POL040146,37,C14,7788
POL026583,41,C4,21622
POL020509,39,C8,8794
POL025311,40,C8,8794
POL038211,41,C10,73430
POL022311,45,C8,8794
POL028351,37,C12,34791
POL026720,37,C8,8794
POL057421,40,C8,8794
POL030433,49,C3,4076
POL043448,41,C8,8794
POL040069,41,C16,16206
POL023421,44,C2,27003
POL000358,52,C13,5410
POL051021,44,C10,73430
POL017460,38,C10,73430
POL004483,49,C2,27003
POL013951,61,C5,34738
POL041987,37,C3,4076
POL015571,62,C17,65567
POL035868,46,C8,8794
POL008577,48,C9,17804
POL012566,57,C8,8794
POL057211,36,C9,17804
POL057459,37,C8,8794
POL041221,53,C5,34738
POL044843,40,C12,34791
POL004942,40,C5,34738
POL055242,45,C3,4076
POL043955,35,C8,8794
POL056568,37,C8,8794
POL041256,58,C3,4076
POL004285,56,C15,290
POL032458,46,C16,16206
POL007704,61,C2,27003
POL051729,40,C7,6112
POL034210,48,C2,27003
POL024626,51,C5,34738
POL057550,54,C8,8794
POL036208,36,C15,290
POL046658,49,C1,4990
POL048385,37,C4,21622
POL051449,48,C7,6112
POL001723,45,C9,17804
POL016848,47,C6,13051
POL056759,39,C1,4990
POL004232,40,C5,34738
POL001940,45,C19,27742
POL030236,40,C4,21622
POL037412,39,C8,8794
POL056806,49,C8,8794
POL031081,43,C8,8794
POL036517,44,C7,6112
POL023081,50,C5,34738
POL016860,45,C8,8794
POL040565,52,C16,16206
POL013003,37,C3,4076
POL047079,47,C2,27003
POL001062,53,C8,8794
POL012203,50,C21,3264
POL008597,44,C2,27003
POL051943,35,C8,8794
POL003458,40,C2,27003
POL015770,53,C8,8794
POL018114,45,C8,8794
POL016275,36,C8,8794
POL030577,37,C8,8794
POL003659,43,C2,27003
POL022072,37,C8,8794
POL057202,40,C8,8794
POL001095,53,C13,5410
POL002243,40,C8,8794
POL051589,52,C8,8794
POL038399,45,C6,13051
POL000356,35,C5,34738
POL058451,42,C13,5410
POL035492,49,C10,73430
POL013749,46,C3,4076
POL035260,42,C5,34738
POL021898,36,C2,27003
POL045598,44,C13,5410
POL021113,39,C1,4990
POL035366,45,C2,27003
POL058480,61,C2,27003
POL056651,46,C3,4076
POL028313,41,C9,17804
POL014021,36,C14,7788
POL024677,54,C14,7788
POL025529,39,C8,8794
POL022194,48,C8,8794
POL009524,49,C9,17804
POL027756,48,C8,8794
POL023286,38,C12,34791
POL006787,62,C8,8794
POL021892,37,C8,8794
POL055833,48,C3,4076
POL030876,42,C5,34738
POL034436,39,C8,8794
POL027841,61,C5,34738
POL048454,43,C12,34791
POL001628,39,C5,34738
POL054841,39,C2,27003
POL009447,54,C5,34738
POL054411,51,C11,6108
POL014925,36,C15,290
POL003501,37,C13,5410
POL020077,44,C5,34738
POL011653,35,C1,4990
POL039163,48,C3,4076
POL023275,48,C4,21622
POL011204,43,C8,8794
POL001133,52,C5,34738
POL015241,38,C3,4076
POL039502,46,C8,8794
POL055589,45,C9,17804
POL040204,52,C8,8794
POL002694,36,C8,8794
POL010858,36,C2,27003
POL057477,54,C1,4990
POL034904,43,C8,8794
POL052525,62,C14,7788
POL038939,44,C2,27003
POL015455,58,C5,34738
POL023262,36,C2,27003
POL001725,54,C20,20905
POL039849,50,C6,13051
POL008277,45,C12,34791
POL022024,52,C13,5410
POL055224,40,C7,6112
POL019319,43,C7,6112
POL036808,56,C14,7788
POL001090,49,C2,27003
POL047673,58,C8,8794
POL031877,55,C2,27003
POL016643,37,C8,8794
POL046454,41,C9,17804
POL036639,50,C9,17804
POL044589,59,C11,6108
POL024832,51,C3,4076
POL024866,37,C8,8794
POL001634,35,C2,27003
POL026834,48,C5,34738
POL056347,39,C3,4076
POL000425,40,C8,8794
POL037706,40,C10,73430
POL032631,37,C3,4076
POL028472,45,C5,34738
POL016179,41,C3,4076
POL013740,37,C2,27003
POL015567,44,C2,27003
POL027970,36,C5,34738
POL041885,37,C3,4076
POL000138,44,C8,8794
POL026513,40,C5,34738
POL010460,46,C9,17804
POL042153,38,C2,27003
POL051256,38,C5,34738
POL033264,57,C9,17804
POL019675,55,C8,8794
POL056149,40,C21,3264
POL046077,57,C5,34738
POL056273,48,C9,17804
POL031000,36,C7,6112
POL052820,51,C5,34738
POL019698,54,C5,34738
POL023272,44,C3,4076
POL016457,56,C5,34738
POL026752,38,C7,6112
POL014621,47,C2,27003
POL053938,52,C1,4990
POL021649,46,C6,13051
POL000992,41,C8,8794
POL006443,45,C3,4076
POL005668,44,C8,8794
POL052070,36,C15,290
POL045216,40,C5,34738
POL022695,45,C3,4076
POL033478,48,C8,8794
POL040170,35,C3,4076
POL019427,39,C5,34738
POL036515,54,C5,34738
POL058494,58,C5,34738
POL036418,50,C9,17804
POL012689,36,C8,8794
POL022866,44,C5,34738
POL004892,49,C2,27003
POL018652,46,C3,4076
POL006119,54,C8,8794
POL056183,62,C10,73430
POL058110,36,C13,5410
POL053840,43,C2,27003
POL036128,43,C8,8794
POL006628,39,C8,8794
POL049891,38,C3,4076
POL034263,44,C14,7788
POL045666,44,C5,34738
POL036449,41,C10,73430
POL005967,52,C2,27003
POL013712,52,C5,34738
POL055270,48,C3,4076
POL035520,54,C5,34738
POL025265,44,C21,3264
POL051108,57,C2,27003
POL022548,35,C14,7788
POL032310,48,C8,8794
POL020129,48,C14,7788
POL052412,53,C12,34791
POL021658,43,C3,4076
POL010932,40,C2,27003
POL035724,39,C7,6112
POL011662,52,C5,34738
POL018440,49,C3,4076
POL058014,40,C2,27003
POL003003,52,C21,3264
POL046293,44,C5,34738
POL054948,57,C10,73430
POL053428,38,C2,27003
POL021413,39,C8,8794
POL047047,45,C8,8794
POL024167,62,C2,27003
POL049291,49,C2,27003
POL020781,37,C11,6108
POL015636,44,C10,73430
POL029643,43,C2,27003
POL037434,39,C8,8794
POL008778,45,C2,27003
POL020017,46,C14,7788
POL054310,54,C4,21622
POL046048,38,C2,27003
POL035521,42,C12,34791
POL054145,50,C3,4076
POL037518,41,C5,34738
POL024831,52,C21,3264
POL001673,48,C8,8794
POL027392,39,C6,13051
POL053639,49,C3,4076
POL032146,42,C12,34791
POL033523,39,C19,27742
POL031852,36,C3,4076
POL012984,45,C13,5410
POL041411,35,C13,5410
POL020524,48,C2,27003
POL031529,43,C2,27003
POL010042,40,C3,4076
POL051548,36,C5,34738
POL033839,39,C2,27003
POL035939,47,C8,8794
POL018854,53,C3,4076
POL016923,45,C8,8794
POL008761,43,C5,34738
POL001000,50,C21,3264
POL038040,50,C9,17804
POL000352,36,C21,3264
POL022980,39,C13,5410
POL004824,61,C5,34738
POL043735,40,C7,6112
POL028332,37,C17,65567
POL053198,50,C3,4076
POL051610,43,C14,7788
POL051920,45,C12,34791
POL010365,43,C5,34738
POL041250,43,C2,27003
POL042156,51,C8,8794
POL028623,41,C2,27003
POL050911,58,C2,27003
POL014775,36,C8,8794
POL045335,39,C8,8794
POL055699,45,C2,27003
POL020637,42,C5,34738
POL046210,50,C8,8794
POL051268,42,C12,34791
POL047333,48,C2,27003
POL010180,56,C8,8794
POL048121,41,C19,27742
POL055175,36,C3,4076
POL035689,46,C8,8794
POL038426,35,C13,5410
POL054531,44,C8,8794
POL015267,61,C11,6108
POL026614,39,C8,8794
POL054257,43,C2,27003
POL035148,37,C2,27003
POL020523,54,C14,7788
POL003838,35,C8,8794
POL016029,39,C9,17804
POL023179,37,C13,5410
POL042824,42,C3,4076
POL012786,45,C2,27003
POL008001,60,C10,73430
POL034861,69,C1,4990
POL036845,62,C2,27003
POL033626,41,C8,8794
POL030499,52,C13,5410
POL039300,36,C8,8794
POL001532,39,C3,4076
POL016755,48,C2,27003
POL033050,41,C8,8794
POL025721,40,C3,4076
POL033813,61,C14,7788
POL028533,61,C7,6112
POL044133,59,C1,4990
POL003620,41,C5,34738
POL009197,38,C1,4990
POL017381,39,C8,8794
POL007145,54,C11,6108
POL030849,45,C13,5410
POL051338,38,C3,4076
POL039800,51,C13,5410
POL030783,57,C8,8794
POL015882,41,C3,4076
POL019814,38,C3,4076
POL044600,43,C13,5410
POL025953,40,C2,27003
POL019644,52,C11,6108
POL047134,35,C15,290
POL052443,45,C12,34791
POL014292,50,C5,34738
POL022393,48,C14,7788
POL026270,47,C8,8794
POL040899,47,C5,34738
POL005689,40,C2,27003
POL048721,41,C8,8794
POL047149,48,C8,8794
POL029969,36,C3,4076
POL006560,40,C3,4076
POL014838,35,C8,8794
POL025767,44,C8,8794
POL015948,39,C3,4076
POL010215,41,C4,21622
POL025602,60,C5,34738
POL031211,49,C1,4990
POL001897,50,C19,27742
POL045016,58,C6,13051
POL057865,37,C9,17804
POL009512,50,C3,4076
POL015178,43,C2,27003
POL004402,41,C8,8794
POL051864,39,C16,16206
POL042979,39,C8,8794
POL006791,41,C14,7788
POL011533,54,C14,7788
POL008447,45,C9,17804
POL047941,40,C5,34738
POL051030,40,C9,17804
POL016385,62,C14,7788
POL033844,40,C16,16206
POL021188,38,C10,73430
POL044142,53,C8,8794
POL054634,45,C10,73430
POL001476,37,C8,8794
POL039403,54,C5,34738
POL034553,50,C11,6108
POL002337,40,C6,13051
POL001715,50,C19,27742
POL025209,52,C8,8794
POL043989,44,C2,27003
POL035920,38,C3,4076
POL033099,49,C8,8794
POL006916,39,C9,17804
POL022264,41,C2,27003
POL006646,51,C1,4990
POL032294,40,C2,27003
POL018493,43,C8,8794
POL046398,45,C5,34738
POL013881,48,C10,73430
POL049589,45,C2,27003
POL033222,35,C3,4076
POL056455,47,C5,34738
POL005185,54,C8,8794
POL039309,36,C5,34738
POL029421,39,C8,8794
POL041715,44,C5,34738
POL022473,41,C22,16733
POL038060,35,C7,6112
POL017580,50,C8,8794
POL043510,56,C9,17804
POL052782,49,C3,4076
POL002780,43,C2,27003
POL009481,35,C8,8794
POL057530,53,C5,34738
POL034308,57,C3,4076
POL012349,50,C8,8794
POL023542,45,C8,8794
POL043934,44,C2,27003
POL032201,36,C8,8794
POL043794,35,C5,34738
POL024957,49,C3,4076
POL000802,37,C3,4076
POL033256,48,C2,27003
POL045524,48,C21,3264
POL021145,46,C10,73430
POL043619,40,C2,27003
POL017205,36,C8,8794
POL012080,49,C8,8794
POL019398,61,C5,34738
POL020640,46,C10,73430
POL020460,50,C6,13051
POL028941,44,C2,27003
POL010697,39,C2,27003
POL043248,40,C22,16733
POL051967,47,C14,7788
POL015022,39,C2,27003
POL058107,43,C3,4076
POL039684,41,C3,4076
POL027939,56,C14,7788
POL051116,40,C14,7788
POL048443,44,C14,7788
POL040217,35,C7,6112
POL031083,44,C2,27003
POL017926,51,C3,4076
POL047635,35,C8,8794
POL047570,40,C19,27742
POL003461,41,C2,27003
POL033782,48,C2,27003
POL030505,47,C8,8794
POL052166,41,C10,73430
POL045059,47,C16,16206
POL047196,39,C13,5410
POL054874,36,C15,290
POL045518,42,C11,6108
POL038505,40,C8,8794
POL020125,49,C2,27003
POL004200,40,C3,4076
POL039925,37,C13,5410
POL006824,40,C5,34738
POL037649,42,C5,34738
POL006581,37,C1,4990
POL026171,42,C8,8794
POL051004,38,C1,4990
POL007453,56,C5,34738
POL039498,43,C8,8794
POL019344,35,C21,3264
POL042633,43,C14,7788
POL032349,45,C16,16206
POL017040,39,C8,8794
POL014882,57,C10,73430
POL052736,40,C13,5410
POL047217,36,C2,27003
POL043622,41,C2,27003
POL028711,47,C3,4076
POL014036,36,C2,27003
POL057576,38,C3,4076
POL026484,36,C8,8794
POL026329,45,C8,8794
POL050619,39,C4,21622
POL007738,43,C2,27003
POL021701,39,C3,4076
POL007985,54,C8,8794
POL014001,43,C9,17804
POL010831,43,C14,7788
POL010381,58,C3,4076
POL051561,53,C5,34738
POL026408,45,C8,8794
POL019713,39,C2,27003
POL002768,45,C2,27003
POL024090,44,C14,7788
POL056266,40,C8,8794
POL027032,41,C7,6112
POL021519,51,C13,5410
POL002867,50,C10,73430
POL052281,45,C10,73430
POL028514,41,C14,7788
POL036929,45,C17,65567
POL031879,41,C2,27003
POL055018,51,C8,8794
POL006721,47,C8,8794
POL042990,40,C14,7788
POL000347,47,C3,4076
POL055116,38,C3,4076
POL004848,40,C8,8794
POL047487,49,C5,34738
POL041983,49,C5,34738
POL042083,40,C8,8794
POL015385,65,C2,27003
POL051757,41,C8,8794
POL015973,44,C8,8794
POL046202,51,C2,27003
POL006682,49,C10,73430
POL029497,38,C7,6112
POL005845,43,C8,8794
POL058091,41,C3,4076
POL027515,35,C8,8794
POL004646,46,C2,27003
POL032869,38,C9,17804
POL015070,49,C5,34738
POL058511,40,C10,73430
POL031927,45,C14,7788
POL020051,52,C14,7788
POL011212,44,C3,4076
POL035719,52,C10,73430
POL029410,42,C5,34738
POL022050,47,C3,4076
POL056249,37,C3,4076
POL001462,52,C8,8794
POL035089,39,C12,34791
POL012456,51,C15,290
POL035692,46,C6,13051
POL043531,42,C9,17804
POL042987,50,C18,35036
POL035489,44,C1,4990
POL018622,43,C3,4076
POL020944,45,C2,27003
POL000012,35,C3,4076
POL010093,44,C13,5410
POL046213,45,C5,34738
POL001804,37,C8,8794
POL003234,41,C3,4076
POL015496,47,C2,27003
POL004083,44,C5,34738
POL010272,57,C10,73430
POL042952,48,C7,6112
POL040412,47,C13,5410
POL046479,49,C10,73430
POL002156,39,C8,8794
POL004123,40,C10,73430
POL029931,60,C8,8794
POL057797,41,C5,34738
POL011972,36,C4,21622
POL018681,62,C8,8794
POL038287,50,C16,16206
POL054321,48,C3,4076
POL040380,48,C3,4076
POL042720,49,C5,34738
POL033018,40,C8,8794
POL046972,44,C3,4076
POL006144,41,C7,6112
POL050450,37,C1,4990
POL044226,40,C4,21622
POL045087,41,C10,73430
POL043993,35,C13,5410
POL014881,40,C13,5410
POL014012,52,C14,7788
POL005212,37,C5,34738
POL032251,36,C9,17804
POL023074,49,C5,34738
POL000953,51,C14,7788
POL047433,36,C8,8794
POL058307,61,C8,8794
POL030447,36,C12,34791
POL037203,36,C8,8794
POL016670,40,C2,27003
POL029108,42,C3,4076
POL046236,47,C14,7788
POL024898,52,C14,7788
POL040516,40,C3,4076
POL052620,54,C8,8794
POL017517,44,C9,17804
POL035760,47,C8,8794
POL049974,37,C2,27003
POL003472,49,C6,13051
POL015064,36,C22,16733
POL042124,41,C2,27003
POL047103,50,C7,6112
POL031223,38,C17,65567
POL055308,45,C7,6112
POL036562,61,C12,34791
POL057754,44,C8,8794
POL014451,52,C11,6108
POL027442,51,C8,8794
POL020279,38,C2,27003
POL018054,48,C1,4990
POL013283,48,C3,4076
POL001325,41,C8,8794
POL026486,46,C3,4076
POL049895,35,C2,27003
POL023984,54,C12,34791
POL010199,60,C2,27003
POL025003,52,C11,6108
POL005039,39,C5,34738
POL006390,48,C3,4076
POL054651,53,C5,34738
POL048296,39,C13,5410
POL000316,45,C3,4076
POL037562,40,C2,27003
POL028497,47,C3,4076
POL005353,35,C13,5410
POL002108,45,C2,27003
POL032173,44,C9,17804
POL053382,42,C8,8794
POL017020,50,C14,7788
POL000373,54,C3,4076
POL044606,44,C5,34738
POL013783,42,C13,5410
POL005787,37,C8,8794
POL007804,42,C2,27003
POL053430,37,C5,34738
POL049328,47,C11,6108
POL053939,48,C14,7788
POL047159,38,C7,6112
POL039121,52,C14,7788
POL058352,41,C13,5410
POL021531,35,C3,4076
POL004257,45,C9,17804
POL007360,37,C8,8794
POL034224,40,C5,34738
POL033111,48,C3,4076
POL024122,44,C8,8794
POL042457,39,C3,4076
POL035365,47,C5,34738
POL026958,39,C5,34738
POL026275,54,C2,27003
POL054710,48,C3,4076
POL004348,41,C8,8794
POL025632,47,C5,34738
POL026218,45,C5,34738
POL010673,35,C19,27742
POL017621,43,C13,5410
POL039608,39,C8,8794
POL004753,44,C12,34791
POL022375,35,C14,7788
POL017567,53,C13,5410
POL003000,54,C11,6108
POL022084,42,C2,27003
POL049789,37,C3,4076
POL057335,36,C2,27003
POL000649,38,C3,4076
POL036587,58,C8,8794
POL033591,47,C13,5410
POL009727,62,C5,34738
POL004035,55,C10,73430
POL047363,45,C19,27742
POL053262,41,C8,8794
POL014892,48,C2,27003
POL040476,53,C13,5410
POL013431,36,C7,6112
POL041776,44,C8,8794
POL043632,55,C8,8794
POL040405,49,C19,27742
POL005538,36,C7,6112
POL058443,52,C8,8794
POL045397,54,C3,4076
POL057276,35,C6,13051
POL022832,37,C12,34791
POL031484,48,C2,27003
POL050922,46,C12,34791
POL055338,55,C13,5410
POL032694,39,C8,8794
POL036237,36,C14,7788
POL036345,46,C13,5410
POL008202,45,C3,4076
POL023792,49,C8,8794
POL018784,35,C5,34738
POL040039,47,C3,4076
POL014005,45,C13,5410
POL048689,36,C8,8794
POL025748,39,C3,4076
POL001267,38,C8,8794
POL053019,52,C2,27003
POL054813,41,C7,6112
POL011213,49,C2,27003
POL054990,57,C14,7788
POL033541,46,C3,4076
POL013887,47,C14,7788
POL047398,53,C10,73430
POL025484,54,C15,290
POL057089,48,C1,4990
POL015630,41,C3,4076
POL033414,40,C2,27003
POL004634,45,C8,8794
POL015103,36,C7,6112
POL046382,45,C9,17804
POL017956,44,C7,6112
POL029445,44,C2,27003
POL044866,40,C2,27003
POL034126,39,C9,17804
POL003056,40,C8,8794
POL046572,50,C10,73430
POL032249,48,C2,27003
POL050792,50,C10,73430
POL045865,43,C13,5410
POL029717,60,C2,27003
POL018627,55,C5,34738
POL057153,40,C8,8794
POL025081,37,C5,34738
POL004805,36,C3,4076
